,u,i,rating_pred,rating
790,6007,141290,5.2267475987592045,6
791,1685,13615,5.19138821522881,5
792,1685,52047,5.346153846153846,6
793,22306,127000,4.695,6
794,2831,58502,5.2682926829268295,6
795,2831,102600,5.2682926829268295,6
796,6658,65803,5.375968992248063,1
797,6701,108013,5.265217391304348,6
798,5963,90160,5.389104231894244,6
799,5963,103712,5.121376811594203,6
800,1838,32845,5.260021367190844,6
801,1712,152292,5.306309841453495,6
802,398,40542,5.315436560329201,6
803,6567,3483,5.2295454545454545,6
804,17655,151059,5.124074074074073,6
805,470,27437,5.105925925925926,4
806,470,65630,5.105925925925926,6
807,470,71258,5.105925925925926,5
808,470,82177,5.105925925925926,6
809,470,151712,5.44361405924755,6
810,470,176310,5.105925925925926,5
811,21664,37348,5.229924615853212,6
812,12859,42579,5.004081632653061,6
813,18452,25999,5.375968992248063,3
814,5116,37077,4.8141304347826095,5
815,4648,106867,5.168992248062015,6
816,23288,72285,5.228260869565218,6
817,299,48405,5.095121951219512,6
818,4293,176368,4.835333333333334,6
819,1454,36061,5.2432624113475175,6
820,14566,146878,5.142198581560284,6
821,890,176345,5.334400046918604,6
822,11492,144909,5.096926846015127,5
823,1791,68033,5.1375,4
824,1791,137494,5.1375,6
825,2021,106058,4.752482269503545,6
826,13278,123206,5.375968992248063,6
827,10745,106961,5.236464193979205,6
828,10745,158237,5.235149975425331,6
829,7153,103088,5.143032721126266,5
830,1300,13545,5.196692220956995,5
831,1300,15929,5.199978222087027,6
832,1300,92581,5.134166666666666,5
833,2210,90215,5.648932032246353,6
834,2210,141694,5.147435897435898,5
835,2210,143795,5.147435897435898,4
836,1372,7780,5.301035885175635,6
837,1372,16133,5.234126984126984,6
838,1372,35404,5.234126984126984,1
839,1372,122995,5.290643695006772,5
840,1372,147642,5.303559472334002,6
841,651,9677,5.119696969696969,4
842,651,55953,5.13726377571915,6
843,651,59348,5.119696969696969,6
844,651,75048,5.119696969696969,6
845,1675,95316,5.444161516886604,5
846,1675,119016,5.0528455284552845,6
847,3600,36895,5.046031746031746,6
848,3600,68273,5.0483188596901964,6
849,213,91485,5.147916666666667,6
850,213,162789,5.302560276625625,6
851,6976,130507,5.036585365853658,6
852,6976,143020,5.031933182867299,5
853,2523,77519,4.9817073170731705,6
854,17285,156434,5.20649238977868,1
855,121,10369,5.282575757575757,6
856,121,17672,5.54913005256548,6
857,121,27910,5.282575757575757,6
858,121,65599,5.282575757575757,5
859,121,131785,5.282575757575757,5
860,3497,118834,5.458031988397851,4
861,3497,164043,5.456881096992645,5
862,6626,51669,5.111111111111111,6
863,6626,73493,5.111111111111111,6
864,8791,122927,5.430841451602682,6
865,11201,8387,5.2158669376389115,6
866,6848,112031,5.375968992248063,6
867,9278,36062,4.918181818181818,6
868,9278,157631,4.918181818181818,6
869,384,86519,5.245918367346939,6
870,384,97465,5.245918367346939,6
871,384,98884,5.249821081369919,6
872,384,150519,5.245918367346939,5
873,384,161944,5.222215092041366,5
874,384,169909,5.245918367346939,6
875,384,177822,5.245918367346939,6
876,4408,13160,5.375968992248063,6
877,4408,95158,5.375968992248063,6
878,7489,21325,5.047251290577956,4
879,1786,9863,4.8,6
880,1786,110203,4.941477757169641,5
881,1786,143345,4.8,4
882,8104,102888,4.836758803252769,6
883,24044,167355,5.242823808337512,6
884,836,82626,5.193023255813954,6
885,836,131401,5.193023255813954,6
886,8854,104128,5.222432794863118,6
887,24427,146901,5.375968992248063,2
888,8697,7482,4.867021276595746,6
889,473,56644,5.206818181818182,1
890,473,62689,5.206818181818182,6
891,473,112305,5.206818181818182,4
892,473,138310,5.133493865997081,6
893,473,152073,5.206818181818182,4
894,11223,3225,5.375968992248063,6
895,11223,18580,5.229146421043831,6
896,2150,68420,5.018376068376068,6
897,2150,73332,5.018376068376068,6
898,506,43844,5.048290598290599,6
899,506,44664,5.048290598290599,5
900,506,104039,5.219442801898773,6
901,506,104518,5.048290598290599,6
902,506,105403,5.048290598290599,6
903,506,107569,5.1898052087015,6
904,506,113961,5.048290598290599,6
905,357,20160,5.2439024390243905,6
906,357,127634,5.213039761301025,6
907,3017,138916,5.142222222222222,6
908,8619,18868,5.176000111540904,6
909,3168,75270,5.027659574468085,6
910,3168,81727,5.027659574468085,6
911,5395,170563,4.851041666666666,6
912,7555,29880,5.140070921985815,6
913,7033,89188,5.247789600265266,6
914,25,9369,5.059574468085106,5
915,25,15225,5.059574468085106,5
916,25,60381,5.416479981470353,6
917,25,104261,5.438481119279467,5
918,1931,38755,4.956504065040651,4
919,1931,56232,5.152862782346463,6
920,1931,154185,5.17165277594627,6
921,226,11102,5.257954545454545,6
922,226,11237,5.257954545454545,6
923,226,90496,5.257954545454545,5
924,1417,44396,5.112893603401713,6
925,1417,59250,5.005284552845528,6
926,14252,148033,5.011396029634,6
927,13463,13476,5.375968992248063,5
928,9377,167259,5.251105872525064,1
929,2877,2691,5.092342342342342,6
930,2877,61603,5.092342342342342,6
931,2877,106007,5.092342342342342,6
932,480,33787,5.353174603174603,6
933,480,35644,5.353174603174603,6
934,480,96908,5.263696913476348,6
935,480,153782,5.240408635015409,6
936,745,29044,5.0,6
937,745,44551,5.359384138926071,6
938,745,178090,5.365040069423613,6
939,1564,617,5.020930232558139,5
940,1564,118418,5.020930232558139,5
941,2521,105416,5.192028985507246,6
942,3567,46142,5.090151515151515,4
943,4164,11669,5.087302326945173,6
944,4164,33672,5.116279069767442,5
945,18462,103452,4.921768707482993,5
946,380,36212,5.372046831871407,6
947,380,46468,5.3557832495509885,6
948,380,99939,5.223577235772358,5
949,380,102495,5.379234716500794,5
950,380,169353,5.223577235772358,6
951,380,172390,5.223577235772358,6
952,1369,14150,5.420690859409537,6
953,1369,74804,5.410477888129034,6
954,1369,91587,5.27463768115942,6
955,6296,114131,5.375968992248063,6
956,6830,43071,4.967441860465116,6
957,18977,64761,5.039333333333333,4
958,1628,142345,5.272398396496747,5
959,1628,152159,5.34469696969697,6
960,10486,139238,5.021577422726256,6
961,1815,32541,5.282945736434109,6
962,1710,45866,5.104166666666666,6
963,8537,144565,4.9911564625850335,6
964,16848,71738,5.233015305674673,6
965,16848,166892,5.246439112711194,4
966,8954,157740,5.23022130319838,6
967,4387,141126,5.375968992248063,6
968,5482,19469,4.9138535491765,6
969,5482,123250,5.232592592592592,6
970,3658,45593,5.456169517848948,6
971,4243,169901,5.30861455435889,6
972,3907,1684,5.095238095238095,6
973,604,44699,5.2837499999999995,1
974,604,47329,5.321340194497727,6
975,848,22912,4.992424242424243,1
976,848,50115,4.992424242424243,5
977,848,99998,5.487158460285124,1
978,848,100923,5.463788968774233,5
979,848,114024,5.4647827954355295,6
980,848,118163,5.457732927943326,5
981,848,118176,4.992424242424243,5
982,848,133425,5.483556552508687,5
983,848,134647,4.992424242424243,4
984,848,140003,4.992424242424243,3
985,848,175636,4.992424242424243,6
986,848,178094,5.454835070752056,6
987,485,35699,5.354166666666667,6
988,485,58931,5.354166666666667,6
989,485,83687,5.354166666666667,6
990,485,121511,5.354166666666667,6
991,2043,8143,5.139007592700378,5
992,989,17768,5.226744186046512,6
993,989,27168,5.226744186046512,6
994,15542,107375,4.953513533739754,6
995,164,201,4.9725925925925925,6
996,164,17259,4.9725925925925925,6
997,164,32211,4.9725925925925925,6
998,164,34759,5.346260091241715,6
999,164,93365,5.3475149774435575,6
1000,164,114975,5.353643114150125,6
1001,164,143625,4.9725925925925925,6
1002,164,169021,5.353292444865618,6
1003,5094,2305,5.321181047751241,6
1004,5094,8524,5.336019366994469,6
1005,5094,80444,5.272916666666666,6
1006,5094,81837,5.272916666666666,6
1007,5094,86895,5.272916666666666,6
1008,5094,111487,5.272916666666666,6
1009,5094,120710,5.325146813295429,6
1010,1705,40574,5.246453900709219,6
1011,1705,97369,5.246453900709219,6
1012,14073,107671,5.352713178294574,6
1013,6256,93026,5.317773342227423,6
1014,1239,106151,5.271590909090909,6
1015,1239,129109,5.0146082867756965,6
1016,1680,79089,5.332539682539682,6
1017,15625,28705,4.880407610062791,5
1018,3397,28774,4.966915461217588,5
1019,2666,3019,5.258653182395433,6
1020,7501,46369,5.03953488372093,6
1021,7501,46699,5.03953488372093,6
1022,7501,80236,5.03953488372093,6
1023,17668,22701,5.303703703703704,6
1024,8468,28381,4.896014492753623,6
1025,6229,69341,5.074988049719101,1
1026,282,9463,5.076923076923077,5
1027,282,46641,4.700233334323987,6
1028,282,81311,5.076923076923077,6
1029,282,146605,5.076923076923077,6
1030,1515,21781,5.022480620155039,5
1031,1515,34049,5.022480620155039,5
1032,1515,53461,5.022480620155039,6
1033,17679,63577,5.240512352893284,6
1034,132,10788,5.4,6
1035,132,45460,5.4,6
1036,132,57192,5.4,6
1037,132,66269,5.525009209774951,5
1038,132,69370,5.4,4
1039,132,123123,5.4,6
1040,132,160241,5.4,5
1041,132,164348,5.518032678353167,6
1042,132,174552,5.4,6
1043,132,175682,5.514158203249326,6
1044,8080,36981,5.137398373983739,6
1045,10585,156978,4.919148936170212,6
1046,9251,17781,4.7,6
1047,14359,169417,5.228174603174603,6
1048,4916,29768,5.408695652173913,6
1049,143,37086,4.8627659574468085,6
1050,143,38250,4.8627659574468085,6
1051,143,54978,4.8627659574468085,6
1052,143,88276,4.8627659574468085,6
1053,143,117477,4.8627659574468085,6
1054,143,138730,4.8627659574468085,6
1055,143,151283,5.026343843937454,6
1056,143,158598,4.8627659574468085,6
1057,978,87565,5.270242409313293,6
1058,570,24991,5.3025,6
1059,570,28534,5.511151155443862,6
1060,570,77471,5.518025165246072,6
1061,570,108161,5.5185704972390806,6
1062,570,153456,5.542770971697409,5
1063,2911,76907,5.3739837398373975,6
1064,2911,98871,5.3739837398373975,6
1065,9922,76934,4.977380952380953,6
1066,3603,127172,5.112015503875969,5
1067,2835,115844,5.232788397935521,6
1068,2835,164596,5.2250637718230895,6
1069,2940,160702,5.199088135172895,6
1070,515,4783,5.215116279069767,6
1071,515,9489,5.215116279069767,5
1072,515,16930,5.215116279069767,6
1073,515,19316,5.215116279069767,6
1074,515,66758,5.215116279069767,6
1075,515,67159,5.215116279069767,6
1076,515,151526,5.215116279069767,6
1077,515,155866,5.215116279069767,6
1078,459,2848,5.375968992248063,6
1079,459,64951,5.226986904399132,5
1080,22957,135391,5.175169141033303,6
1081,3175,29716,5.061594202898551,6
1082,3175,51452,5.389754925434042,6
1083,3175,71067,5.061594202898551,6
1084,3175,92292,5.061594202898551,6
1085,3175,93564,5.061594202898551,6
1086,542,44652,5.12520325203252,6
1087,542,133219,5.12520325203252,6
1088,3655,116386,5.265151515151516,6
1089,3655,121514,5.232301611232066,6
1090,3655,136118,5.266042611989374,6
1091,1281,39227,5.1612403100775195,6
1092,11816,77155,5.375850340136053,6
1093,1783,30000,5.151319794034867,6
1094,1783,91259,5.0702380952380945,5
1095,1529,6190,5.046875,6
1096,12841,175726,5.196296296296296,6
1097,8919,15575,5.202651515151516,6
1098,6333,3300,5.510547695949815,6
1099,12930,127567,4.918730611464993,6
1100,1535,27874,5.227777777777778,5
1101,1535,85169,5.227777777777778,6
1102,6243,48398,5.375968992248063,6
1103,2359,170188,4.9361702127659575,2
1104,12412,98186,5.049529137044818,6
1105,15389,101819,5.228811537719486,5
1106,667,74300,5.341085271317829,6
1107,667,138934,5.547239032192688,6
1108,667,176716,5.55315928350039,6
1109,6423,148059,5.178840140159459,6
1110,12153,38839,5.302725949205482,6
1111,11574,96883,5.221675407718036,6
1112,221,28897,5.353038187248993,6
1113,221,30511,5.267777777777778,6
1114,221,32720,5.267777777777778,6
1115,221,44821,5.267777777777778,5
1116,221,90531,5.359481854823771,5
1117,221,100946,5.267777777777778,5
1118,221,108995,5.360602669393206,5
1119,221,159031,5.267777777777778,5
1120,6540,89888,5.2278681273209155,6
1121,8961,71812,5.1320890573414175,4
1122,2288,128068,5.2317073170731705,1
1123,5905,18988,5.057127241071926,6
1124,5905,140691,4.879545454545454,5
1125,21128,51497,5.1468750000000005,5
1126,9784,168743,5.15171992974114,6
1127,1386,41603,5.4336776822870405,6
1128,8254,127506,5.263887354344014,6
1129,326,42168,5.072916666666667,1
1130,326,129659,5.3989797307163245,6
1131,11178,12406,5.11135589028352,6
1132,2649,59869,5.142857142857143,6
1133,2649,124939,5.142857142857143,6
1134,388,86420,5.319148936170213,6
1135,388,151203,5.233914212479441,3
1136,6747,3767,5.373912826539754,6
1137,4257,58562,5.096099290780142,6
1138,4257,166269,5.096099290780142,5
1139,4989,98839,5.236429021943271,6
1140,13825,23642,5.154235624711205,6
1141,9327,6098,4.998188192226737,6
1142,9327,74195,5.023089351763022,6
1143,4974,49677,5.034782608695653,5
1144,19303,29067,5.375968992248063,6
1145,6046,105877,4.621014492753623,6
1146,9910,144304,5.003260869565217,6
1147,856,4091,5.387456863377371,6
1148,856,55283,5.177777777777778,5
1149,856,55912,5.376267465329781,3
1150,856,76514,5.373057664955071,6
1151,856,139054,5.177777777777778,5
1152,856,139631,5.3359980477612785,6
1153,557,49181,5.344186046511627,4
1154,557,153142,5.361116635456674,4
1155,557,170732,5.344186046511627,5
1156,279,73974,5.091085271317829,6
1157,279,143078,5.091085271317829,6
1158,6461,55257,5.0375886524822695,6
1159,3416,16150,5.185416666666667,6
1160,463,57432,5.477557316285435,6
1161,463,133544,5.278409090909091,6
1162,463,136059,5.278409090909091,6
1163,11196,31938,5.375968992248063,4
1164,2099,55226,5.014074074074075,5
1165,2099,154689,5.2733661331486985,5
1166,21962,74837,5.375968992248063,5
1167,3626,20691,4.94962962962963,5
1168,2566,44289,5.315539137928781,6
1169,2566,72081,5.151315789473684,6
1170,1345,125939,5.375968992248063,6
1171,1570,63522,5.1940740740740745,6
1172,2990,21229,5.367986635963006,6
1173,2990,90100,5.2689393939393945,6
1174,2990,120570,5.2689393939393945,6
1175,2990,176539,5.2689393939393945,6
1176,3043,55771,5.154609929078014,6
1177,2602,149320,5.118840579710145,6
1178,7502,140922,5.138142582117598,6
1179,18195,149739,4.904367650996554,6
1180,8341,77723,4.934722222222223,6
1181,2187,55115,5.412493546438183,6
1182,2187,159710,5.459848484848485,6
1183,5741,62885,5.251937984496124,6
1184,1065,158334,5.3802514567599,6
1185,551,12584,5.371212121212121,6
1186,551,103681,5.371212121212121,6
1187,1506,78357,4.991269841269841,6
1188,1506,131969,4.991269841269841,3
1189,1506,175164,4.991269841269841,6
1190,2740,171911,5.623156357456782,5
1191,2016,11933,5.143939393939394,6
1192,2016,76425,5.459174435505008,6
1193,14267,68749,5.375968992248063,6
1194,544,33864,4.912222222222223,6
1195,544,63146,5.1689285534520915,6
1196,316,159152,5.405797101449275,6
1197,2379,5589,5.1573643410852705,6
1198,208,33510,5.045586810171244,6
1199,208,59880,4.830797101449275,6
1200,208,87381,4.830797101449275,4
1201,208,109193,5.043793585521802,6
1202,208,137391,4.830797101449275,6
1203,208,137959,4.830797101449275,6
1204,208,149471,4.830797101449275,6
1205,208,152640,4.830797101449275,6
1206,5805,131465,5.214285714285714,6
1207,1949,129678,5.552083333333334,5
1208,18801,32792,4.91,6
1209,4399,104787,5.375968992248063,6
1210,3088,98739,5.375968992248063,6
1211,3268,165216,5.437352464878212,6
1212,12909,135781,5.375968992248063,6
1213,107,72608,4.988372093023256,6
1214,107,147423,4.988372093023256,6
1215,107,173166,4.988372093023256,6
1216,2783,12312,4.909563089049019,6
1217,2783,20935,4.900478555808536,6
1218,4872,140712,5.293478568099422,6
1219,4872,171244,5.240217391304348,6
1220,4872,172204,5.240217391304348,6
1221,908,122140,5.518238272467039,6
1222,10418,125064,5.121031746031745,5
1223,3987,60449,4.868888888888889,6
1224,170,4233,5.333333333333333,5
1225,170,66655,5.333333333333333,6
1226,170,114480,5.333333333333333,6
1227,170,140761,5.169635748223018,6
1228,170,147447,5.333333333333333,5
1229,4753,25773,5.285984848484849,5
1230,4753,118001,5.285984848484849,6
1231,4753,143777,5.285984848484849,5
1232,1668,2301,5.165957446808511,6
1233,13000,153314,5.375968992248063,6
1234,16839,117895,4.803741496598639,6
1235,2748,11283,4.96037037037037,5
1236,2748,56975,5.0878790209112505,6
1237,2748,112661,4.96037037037037,5
1238,2748,142928,4.96037037037037,5
1239,95,106555,5.284108527131783,6
1240,95,141468,5.284108527131783,6
1241,15201,116769,5.207370373616817,6
1242,13769,12810,5.02962962962963,6
1243,9858,119366,5.192553191489362,6
1244,593,98797,5.2439024390243905,6
1245,593,167979,5.2439024390243905,6
1246,4691,43103,5.272108843537416,6
1247,4691,115886,5.272108843537416,6
1248,4691,118855,5.272108843537416,1
1249,2913,5976,5.0433711995398145,6
1250,3901,154564,4.418794326241135,6
1251,22058,169138,5.375968992248063,6
1252,4887,75089,5.620105384611673,6
1253,7713,12083,5.257868822495734,6
1254,2228,124557,5.385185185185184,6
1255,2067,56425,5.234952094610927,6
1256,1390,21237,5.101896323233247,6
1257,1390,49994,4.973758865248227,6
1258,1390,74994,4.973758865248227,6
1259,1390,119404,5.0936507253001855,6
1260,1390,129326,5.046247076306018,6
1261,11878,19834,5.220196408333096,6
1262,11878,72580,5.351449275362319,6
1263,452,4967,5.284011278470806,5
1264,452,28340,5.139795918367348,6
1265,452,51248,5.264306710727835,6
1266,452,85382,5.249127287179737,6
1267,452,115225,5.139795918367348,6
1268,452,150851,5.139795918367348,5
1269,16455,19887,4.515625,1
1270,16455,67875,5.013978368814216,6
1271,16455,132891,4.515625,6
1272,6674,121602,5.255466588233869,6
1273,946,22967,5.44017094017094,5
1274,6673,22650,5.217189427404132,6
1275,3039,59107,5.375968992248063,6
1276,3039,141735,5.24405347261798,6
1277,1497,160305,5.131349206349206,5
1278,2096,1734,5.532500000000001,6
1279,573,166967,5.482775891827989,6
1280,3465,81021,5.375968992248063,6
1281,4312,143661,5.203787878787879,6
1282,3167,142634,4.989024390243903,6
1283,3167,153836,4.989024390243903,6
1284,130,58932,5.506666666666666,6
1285,130,107897,5.515616492585682,6
1286,130,125031,5.5017481039755145,6
1287,130,131089,5.506666666666666,6
1288,130,140095,5.5050788289719215,6
1289,130,154203,5.520689463688784,6
1290,130,158777,5.520384301267791,6
1291,4874,106485,5.446969696969696,6
1292,11035,92103,4.644202898550724,6
1293,4232,32703,5.324595794974981,5
1294,4232,94246,5.281756174676667,3
1295,10579,61366,5.259444759855646,6
1296,1682,154545,5.287037037037037,6
1297,1682,157718,5.1657949242886305,6
1298,4315,166792,5.4742417667011445,6
1299,9723,130480,5.103654278124526,5
1300,263,37968,5.010869565217392,6
1301,263,166448,5.010869565217392,6
1302,12575,95309,5.375968992248063,1
1303,12575,104080,5.375968992248063,6
1304,3311,54571,5.124305555555556,6
1305,3311,131599,5.340331583263853,6
1306,3311,145756,5.355000485792994,6
1307,22274,72857,5.375968992248063,6
1308,4765,122121,5.308527131782946,6
1309,3890,81116,5.271207391929648,6
1310,3890,125435,5.160317460317461,6
1311,11155,34492,5.285833333333334,6
1312,11155,160693,5.389881175836339,5
1313,5212,135322,5.375968992248063,6
1314,6289,23850,5.4349593495934965,6
1315,4699,2116,5.371581682541817,6
1316,4699,122384,5.363492063492063,6
1317,13068,11466,5.059101628171677,6
1318,2156,882,5.041843971631205,1
1319,2156,147427,5.041843971631205,1
1320,9414,69439,5.207369571271173,4
1321,2195,35391,5.156439393939394,5
1322,3186,20858,5.225,6
1323,3186,97193,5.225,5
1324,2245,82257,4.981349206349206,5
1325,2245,106527,5.114566416545805,5
1326,2985,56174,5.271969696969697,6
1327,20333,44093,4.550333333333333,6
1328,10180,30076,4.686296296296296,6
1329,10180,162892,4.686296296296296,4
1330,10725,34884,5.153061224489796,6
1331,10725,72664,5.153061224489796,6
1332,9246,142627,5.2024822695035455,4
1333,4492,49659,4.859557729348108,6
1334,4950,55031,5.113636363636363,5
1335,4950,107964,5.113636363636363,6
1336,10614,113525,5.163265306122449,6
1337,2273,34868,5.138888888888888,6
1338,716,56555,5.136752136752137,6
1339,716,79265,5.206062826214152,6
1340,18089,38896,5.241945142750714,6
1341,2543,144458,5.420774146635722,6
1342,12629,109485,5.230064464840068,6
1343,800,47837,5.422447254747689,6
1344,800,99787,5.381060606060606,6
1345,9261,11324,5.0093749999999995,6
1346,4757,10015,5.29638749975065,6
1347,12870,86388,5.227044879706351,6
1348,7983,64311,5.150416666666667,6
1349,4308,91887,5.271212121212121,6
1350,2556,45418,5.364942407677097,6
1351,14468,105691,5.375968992248063,6
1352,10105,126815,5.078525094050534,6
1353,5299,37059,5.106884057971015,6
1354,5299,122673,5.106884057971015,6
1355,3631,32855,5.015413791237282,5
1356,3631,67740,4.814492753623188,6
1357,2106,102785,5.500385797535745,6
1358,2106,152662,5.497574471150249,6
1359,3738,52473,5.1864341085271315,6
1360,3738,166212,5.224495599540088,6
1361,10534,46944,5.038257575757576,5
1362,3833,30590,5.217976293959604,6
1363,8061,64851,5.2464041614435954,6
1364,8061,68689,5.2518451877863335,6
1365,8061,74633,5.257970789632665,5
1366,8061,89444,5.243855917704709,6
1367,7424,143166,5.375968992248063,6
1368,2278,75037,5.030141843971632,6
1369,7696,12139,5.306737588652482,6
1370,7696,169868,5.112833787046323,6
1371,225,130682,5.375968992248063,6
1372,4561,111204,4.625,6
1373,4561,132989,4.625,5
1374,1719,108763,4.8311111111111105,6
1375,6326,168476,5.023863636363637,6
1376,1002,43852,5.135416666666667,6
1377,7929,85053,5.090476190476191,6
1378,7929,157675,4.841486834291187,6
1379,11056,127080,4.887179487179487,6
1380,9379,126120,5.418287204238974,5
1381,18419,142960,5.282089934896069,6
1382,22078,149988,5.375968992248063,6
1383,3722,76669,5.126088608901648,5
1384,3722,120059,5.121353846159549,5
1385,1512,165907,4.926068376068376,5
1386,2047,94438,5.265151515151516,5
1387,2431,9415,5.130706302572065,6
1388,12254,57019,5.263153777324571,6
1389,12254,158559,5.234210526315789,6
1390,3892,123491,5.285185185185185,6
1391,3892,164678,5.285185185185185,6
1392,942,31840,5.259090909090909,6
1393,942,120742,5.259090909090909,6
1394,942,151425,5.259090909090909,4
1395,942,161086,5.259090909090909,5
1396,898,37734,4.959756097560976,6
1397,2836,125669,4.936956521739131,6
1398,3201,67898,5.115040650406504,6
1399,3201,139982,5.115040650406504,6
1400,21538,82712,5.375968992248063,6
1401,764,45835,5.385935053487703,5
1402,22746,152493,4.7519479321980445,5
1403,5659,89143,5.354634610868523,6
1404,4964,50174,4.921276595744681,5
1405,4964,107012,4.921276595744681,2
1406,1093,14451,5.136202652771183,6
1407,1093,51713,5.109756097560975,6
1408,1093,60930,5.109756097560975,6
1409,1093,127950,5.109756097560975,6
1410,15994,10394,5.375968992248063,6
1411,23602,60909,5.375968992248063,5
1412,5550,97269,4.529251700680272,6
1413,5550,105272,4.529251700680272,6
1414,14825,177124,5.147736211310416,4
1415,6130,37203,5.142857142857143,4
1416,10182,30048,5.364341085271318,6
1417,16049,103556,4.8166666666666655,6
1418,21630,130314,5.054954210519018,1
1419,16513,26324,5.375968992248063,6
1420,22121,45175,4.488082479791063,6
1421,15211,50312,5.375968992248063,6
1422,2086,1080,5.020495864011982,6
1423,937,15619,5.212271510971672,6
1424,4886,56894,5.281914893617022,6
1425,4886,126984,5.281914893617022,6
1426,4886,157982,5.281914893617022,6
1427,11368,19946,5.411504068134178,6
1428,4508,8177,5.1658536585365855,6
1429,5458,64802,5.241806528966893,6
1430,5102,19865,4.968055555555556,6
1431,5102,114044,4.968055555555556,6
1432,6063,173548,5.294326241134752,6
1433,7490,131230,5.4543750143655005,5
1434,5101,37450,5.267642124475714,6
1435,18403,132466,5.000228682329125,6
1436,2221,27749,4.895035460992908,6
1437,3944,15059,5.319727891156463,5
1438,22281,99430,4.897619047619048,1
1439,6299,91656,4.785227272727273,6
1440,6299,106973,4.785227272727273,6
1441,12557,32812,5.265272832385103,6
1442,3347,90862,5.235772357723578,5
1443,1381,60036,5.162790697674419,6
1444,1381,78832,5.392514465371535,6
1445,1381,139776,5.34928512940073,6
1446,1381,173843,5.162790697674419,6
1447,7074,15389,5.240833533667758,6
1448,4513,73956,5.13875968992248,6
1449,4060,37265,5.15530303030303,5
1450,4060,58677,5.15530303030303,6
1451,321,47497,5.2418030796125255,6
1452,321,123563,5.2190033067159165,6
1453,321,129505,5.375968992248063,6
1454,4274,4442,5.41557806561224,6
1455,4274,44202,5.409001865223441,5
1456,11191,166814,5.2379890089630745,1
1457,3087,16435,5.200757575757576,6
1458,14308,165244,4.597,6
1459,7808,106340,5.375968992248063,6
1460,14135,60504,5.375968992248063,6
1461,6116,159747,5.621044237073346,6
1462,341,137894,5.173333333333334,6
1463,3234,93802,5.068474098837572,6
1464,3234,168167,5.107818837915267,5
1465,10210,89447,5.278239127626388,6
1466,10210,155967,4.78037037037037,6
1467,3122,62213,5.171428571428572,6
1468,2598,994,5.4573170731707314,6
1469,2598,55253,5.4573170731707314,6
1470,3004,110716,5.108510638297872,6
1471,2316,20075,5.433333333333334,6
1472,2316,57069,5.634916888894619,6
1473,2316,65078,5.592948024030224,6
1474,775,28483,5.3383162658328,5
1475,775,43637,5.263636363636364,6
1476,775,49228,5.3608478196021085,5
1477,775,62091,5.360260404434073,6
1478,775,140141,5.263636363636364,4
1479,2537,165343,5.375968992248063,6
1480,24826,98791,5.375968992248063,5
1481,7162,107865,5.1811594202898545,6
1482,5023,39493,4.703125000000001,6
1483,4169,78951,4.908510638297872,6
1484,4169,93685,5.147306457673439,6
1485,13588,93869,4.88681287282496,6
1486,2135,50761,5.078125,5
1487,2135,117356,5.078125,6
1488,1504,786,4.999612403100776,6
1489,1504,45478,5.168276429258868,6
1490,1504,76338,5.1556309812949985,6
1491,1504,101739,4.999612403100776,6
1492,13571,59121,5.142361111111112,5
1493,1943,27680,5.102430555555556,5
1494,9517,85026,5.063541666666667,6
1495,11633,77358,5.03963963963964,6
1496,118,8911,4.9291445549549415,6
1497,118,21447,4.937564782503817,6
1498,2496,11789,5.143881849940476,6
1499,2496,101734,5.1343073507467905,6
1500,1008,101166,5.398093702222522,6
1501,1008,135406,5.409522057662969,6
1502,2357,35381,5.1988095238095235,1
1503,2357,38986,5.1988095238095235,6
1504,8886,46085,4.986091793838315,5
1505,7060,92377,5.252999788298833,6
1506,407,41144,5.179166666666666,6
1507,407,160289,5.179166666666666,1
1508,396,28839,5.296875,6
1509,396,36207,5.296875,6
1510,396,167608,5.38024982449421,6
1511,4994,91100,5.267954281309947,6
1512,1450,5289,4.667361111111111,6
1513,5152,112368,5.171144677331491,6
1514,6544,54512,4.914080296590379,5
1515,15716,34789,5.244444444444445,6
1516,216,8998,5.2942371518482,5
1517,216,22426,5.388888888888889,5
1518,216,70701,5.388888888888889,5
1519,216,163712,5.289185848813045,6
1520,9161,113704,5.242678482051357,6
1521,709,63069,5.14891304347826,4
1522,709,90536,5.14891304347826,5
1523,20079,123678,4.91159420289855,5
1524,3098,111217,5.375968992248063,6
1525,507,165439,5.086255440044518,6
1526,4798,11761,5.375968992248063,6
1527,6912,37046,4.844444444444444,6
1528,979,26920,5.2894736842105265,5
1529,979,141363,5.2894736842105265,6
1530,979,177361,5.255081663222319,6
1531,2606,10184,5.329965167865971,6
1532,2606,99301,5.2659259259259255,6
1533,19514,147272,4.825510204081632,1
1534,19514,151058,4.825510204081632,4
1535,11541,120865,5.1978047708173705,6
1536,5957,11810,4.864333333333333,6
1537,5957,16668,4.864333333333333,6
1538,4759,11608,5.199220632212601,5
1539,4759,82528,5.205733599480689,6
1540,4759,97947,4.970833333333333,6
1541,7431,174036,5.375968992248063,6
1542,1408,124192,5.215130368979365,5
1543,18715,26621,5.118589993310023,5
1544,4965,164203,4.978526355194117,6
1545,5775,147708,5.052536231884058,6
1546,2717,77442,5.244540957788832,6
1547,2717,87631,5.26421802346103,6
1548,2717,118826,5.010370370370371,6
1549,2717,174377,5.010370370370371,4
1550,11657,119576,5.243570924731746,6
